Timestamp,Value
0.2733941078186035,-13.0078125
1.7384121417999268,-13.0078125
3.199721097946167,-13.0078125
4.671591520309448,-13.0078125
6.124866008758545,-13.0078125
7.706068754196167,-13.0078125
9.272645711898804,-13.0078125
10.737709760665894,-13.095703125
12.205914735794067,-13.095703125
13.660608768463135,-13.095703125
15.117830038070679,-13.095703125
16.58704948425293,-13.095703125
18.025084018707275,-13.095703125
19.453468322753906,-13.0078125
20.903837203979492,-13.0078125
22.313296794891357,-13.0078125
23.757640600204468,-13.0078125
25.18840193748474,-13.0078125
26.595273971557617,-13.0078125
28.090590476989746,-12.216796875
29.51671075820923,-12.83203125
30.972559928894043,-13.0078125
32.42511534690857,-13.0078125
33.854249715805054,-13.0078125
35.28307127952576,-13.0078125
36.71584415435791,-13.0078125
38.149579763412476,-13.0078125
39.58382487297058,-13.0078125
41.0168399810791,-13.0078125
42.45547533035278,-13.0078125
