Timestamp,Value
1.168689250946045,58.0078125
2.646094799041748,58.0078125
4.109339714050293,58.0078125
5.559809923171997,58.0078125
7.033673286437988,58.0078125
8.722277641296387,58.0078125
10.198986768722534,58.0078125
11.64783787727356,58.0078125
13.107606172561646,58.0078125
14.569364547729492,58.0078125
16.04779839515686,58.0078125
17.480175018310547,59.0625
18.92285466194153,59.23828125
20.357303380966187,58.88671875
21.785370111465454,58.271484375
23.208669424057007,58.095703125
24.642667055130005,58.095703125
26.057088613510132,58.095703125
27.53753089904785,58.095703125
28.979791402816772,58.095703125
30.430359363555908,47.98828125
31.880610466003418,41.484375
33.322269439697266,40.95703125
34.74545621871948,41.044921875
36.17044973373413,42.1875
37.61586928367615,41.572265625
39.046019077301025,41.1328125
40.46884036064148,42.1875
41.926671743392944,41.220703125
43.35220384597778,41.220703125
