Timestamp,Value
0.10388994216918945,-90.3515625
1.5152435302734375,-90.3515625
3.016396999359131,-90.3515625
4.492782831192017,-90.3515625
5.940521478652954,-90.3515625
7.4686665534973145,-90.3515625
9.09897232055664,-90.3515625
10.551547288894653,-89.560546875
12.024081707000732,-89.560546875
13.486122846603394,-89.47265625
14.951527833938599,-89.47265625
16.4069766998291,-89.560546875
17.848742485046387,-89.47265625
19.285250186920166,-90.263671875
20.71808433532715,-90.0
22.14969563484192,-89.47265625
23.593587160110474,-89.384765625
25.00281834602356,-89.384765625
26.423020362854004,-89.384765625
27.92635679244995,-89.384765625
29.340337991714478,-89.384765625
30.786478757858276,-89.6484375
32.253440380096436,-89.47265625
33.68270015716553,-89.47265625
35.10313415527344,-89.47265625
36.55097317695618,-89.47265625
37.98240423202515,-89.47265625
39.40288782119751,-89.560546875
40.84481120109558,-89.6484375
42.290786266326904,-89.560546875
