Timestamp,Value
1.0049946308135986,-100.107421875
2.4601454734802246,-100.107421875
3.922550916671753,-100.107421875
5.3841259479522705,-100.107421875
6.846017122268677,-100.107421875
8.547232627868652,-100.1953125
10.019227504730225,-100.107421875
11.4621422290802,-100.107421875
12.925876140594482,-99.931640625
14.396648168563843,-100.107421875
15.86368465423584,-100.546875
17.31115436553955,-100.634765625
18.737149715423584,-100.634765625
20.170933961868286,-100.634765625
21.607760190963745,-100.458984375
23.033474922180176,-99.755859375
24.45578384399414,-100.01953125
25.89338731765747,-100.01953125
27.350568294525146,-99.84375
28.80420446395874,-85.4296875
30.243975162506104,-78.837890625
31.70021390914917,-39.90234375
33.150620222091675,1.494140625
34.55885696411133,1.142578125
35.992828369140625,0.439453125
37.434409856796265,0.439453125
38.865137815475464,1.0546875
40.29773831367493,0.3515625
41.73571515083313,0.3515625
43.167946338653564,0.439453125
