Timestamp,Value
1.253941297531128,42.626953125
2.739222526550293,42.626953125
4.2108495235443115,42.626953125
5.644598484039307,42.626953125
7.123674154281616,42.71484375
8.819446086883545,39.7265625
10.286946535110474,40.078125
11.74500584602356,40.166015625
13.198622226715088,40.166015625
14.659383296966553,40.078125
16.13301372528076,40.078125
17.57798957824707,40.078125
19.006787300109863,39.990234375
20.447086334228516,39.55078125
21.878498554229736,39.462890625
23.297723054885864,40.078125
24.73099708557129,40.078125
26.15099596977234,40.078125
27.622693061828613,39.638671875
29.06647253036499,39.462890625
30.52234721183777,40.078125
31.969826221466064,40.25390625
33.410359621047974,43.59375
34.83941578865051,43.59375
36.26368021965027,43.76953125
37.70118713378906,43.59375
39.13445234298706,43.681640625
40.566161155700684,43.681640625
42.01274752616882,43.330078125
